;school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
262;GP;1;18;R;GT3;T;3;2;other;other;course;mother;1;3;0;0;0;0;1;0;1;0;0;5;3;2;1;1;3;1;13;12;12
263;GP;0;17;U;GT3;T;3;3;other;other;home;mother;1;3;0;0;0;0;1;0;1;0;0;3;2;3;1;1;4;4;10;9;9
264;GP;0;18;U;GT3;T;2;2;at_home;services;home;mother;1;3;0;0;1;1;1;1;1;1;1;4;3;3;1;1;3;0;9;10;0
265;GP;1;18;R;LE3;A;3;4;other;other;reputation;mother;2;2;0;0;1;1;1;1;1;1;0;4;2;5;3;4;1;13;17;17;17
266;GP;1;17;U;GT3;T;3;1;services;other;other;mother;1;2;0;0;0;1;1;1;1;1;1;5;4;4;3;4;5;2;9;9;10
267;GP;0;18;R;GT3;T;4;4;teacher;other;reputation;mother;2;2;0;0;0;1;1;1;1;1;0;4;3;4;2;2;4;8;12;10;11
268;GP;1;18;U;GT3;T;4;2;health;other;reputation;father;1;2;0;0;1;1;1;1;1;1;1;5;4;5;1;3;5;10;10;9;10
269;GP;0;18;R;GT3;T;2;1;other;other;reputation;mother;2;2;0;0;1;0;0;1;0;1;1;4;3;5;1;2;3;0;6;0;0
270;GP;0;19;U;GT3;T;3;3;other;services;home;other;1;2;2;0;1;1;1;1;1;1;0;4;3;5;3;3;5;15;9;9;9
271;GP;0;18;U;GT3;T;2;3;other;services;reputation;father;1;4;0;0;1;1;1;1;1;1;1;4;5;5;1;3;2;4;15;14;14
272;GP;0;18;U;LE3;T;1;1;other;other;home;mother;2;2;0;0;1;1;0;0;1;0;0;4;4;3;1;1;3;2;11;11;11
273;GP;1;17;R;GT3;T;1;2;at_home;at_home;home;mother;1;2;0;0;1;1;1;0;1;0;1;3;5;2;2;2;1;2;15;14;14
274;GP;0;17;U;GT3;T;2;4;at_home;health;reputation;mother;2;2;0;0;1;1;0;1;1;1;1;4;3;3;1;1;1;2;10;10;10
275;GP;0;17;U;LE3;T;2;2;services;other;course;mother;2;2;0;1;1;1;0;1;1;1;1;4;4;4;2;3;5;6;12;12;12
276;GP;0;18;R;GT3;A;3;2;other;services;home;mother;2;2;0;0;0;0;0;0;0;1;1;4;1;1;1;1;5;75;10;9;9
277;GP;1;18;U;GT3;T;4;4;teacher;services;home;mother;2;1;0;0;0;1;1;1;1;1;0;3;2;4;1;4;3;22;9;9;9
278;GP;0;18;U;GT3;T;4;4;health;health;reputation;father;1;2;1;1;1;0;1;1;1;1;1;2;4;4;1;1;4;15;9;8;8
279;GP;1;18;U;LE3;T;4;3;teacher;services;course;mother;2;1;0;0;0;1;1;1;1;1;0;4;2;3;1;2;1;8;10;11;10
280;GP;1;17;U;LE3;A;4;1;services;other;home;mother;2;1;0;0;0;1;1;1;1;1;1;4;5;4;2;4;5;30;8;8;8
281;GP;1;17;U;LE3;A;3;2;teacher;services;home;mother;1;1;1;0;0;0;0;1;1;1;0;4;4;4;3;4;3;19;11;9;10
282;GP;0;18;R;LE3;T;1;1;at_home;other;reputation;mother;2;4;0;0;1;1;1;1;1;0;0;5;2;2;1;1;3;1;12;12;12
283;GP;0;18;U;GT3;T;1;1;other;other;home;mother;2;2;0;1;0;0;1;1;1;1;0;5;4;4;1;1;4;4;8;9;10
284;GP;0;17;U;GT3;T;2;2;other;other;course;mother;1;2;0;0;1;0;0;0;1;1;0;5;4;5;1;2;5;4;10;9;11
285;GP;1;17;U;GT3;T;1;1;other;other;reputation;father;1;2;0;0;0;1;0;0;1;1;0;4;3;3;1;2;4;2;12;10;11
286;GP;0;18;U;GT3;T;2;2;at_home;at_home;other;mother;1;3;0;0;1;1;0;1;1;1;0;4;3;3;1;2;2;5;18;18;19
287;GP;0;17;U;GT3;T;1;1;services;teacher;reputation;mother;1;3;0;0;1;1;0;1;1;1;0;4;3;3;1;1;3;6;13;12;12
288;GP;1;18;U;GT3;T;2;1;services;services;reputation;mother;1;3;0;0;0;1;1;1;1;1;0;4;2;4;1;3;2;6;15;14;14
289;GP;1;18;U;LE3;A;4;4;teacher;teacher;reputation;mother;1;2;0;0;1;1;1;1;1;1;0;5;4;3;1;1;2;9;15;13;15
290;GP;1;18;U;GT3;T;4;2;teacher;other;home;mother;1;2;0;0;1;1;1;1;1;1;1;4;3;2;1;4;5;11;12;11;11
291;GP;0;17;U;GT3;T;4;3;health;services;reputation;mother;1;3;0;0;1;1;0;1;1;1;0;4;2;2;1;2;3;0;15;15;15
292;GP;0;18;U;LE3;T;2;1;services;at_home;reputation;mother;1;2;1;0;0;0;0;1;1;1;1;5;4;3;1;1;5;12;12;12;13
293;GP;0;17;R;LE3;T;3;1;services;other;reputation;mother;2;4;0;0;1;1;0;1;1;0;0;3;1;2;1;1;3;6;18;18;18
294;GP;1;18;R;LE3;T;3;2;services;other;reputation;mother;2;3;0;0;1;1;1;1;1;1;0;5;4;2;1;1;4;8;14;13;14
295;GP;1;17;U;GT3;T;3;3;health;other;home;mother;1;1;0;0;1;1;0;1;1;1;0;4;4;3;1;3;5;4;14;12;11
296;GP;0;19;U;GT3;T;4;4;health;other;reputation;other;2;2;0;0;1;1;1;1;1;1;0;2;3;4;2;3;2;0;10;9;0
297;GP;0;18;U;LE3;T;4;3;other;other;home;other;2;2;0;0;1;1;0;1;1;1;1;4;4;5;1;2;2;10;10;8;8
298;GP;0;18;U;GT3;T;4;3;other;other;reputation;father;1;4;0;0;1;1;0;1;1;1;0;4;3;3;1;1;3;0;14;13;14
299;GP;1;18;U;LE3;T;4;4;teacher;teacher;home;mother;1;1;0;0;1;1;0;1;1;1;1;1;4;2;2;2;1;5;16;15;16
300;GP;0;18;U;LE3;A;4;4;health;other;home;mother;1;2;0;0;1;0;0;1;1;1;1;4;2;4;1;1;4;14;12;10;11
301;GP;1;17;U;LE3;T;4;4;other;teacher;home;father;2;1;0;0;0;1;0;1;1;1;0;4;1;1;2;2;5;0;11;11;10
302;GP;0;17;U;GT3;T;4;2;other;other;reputation;mother;2;3;0;0;1;1;0;1;1;1;0;4;3;3;1;1;3;0;15;12;14
303;GP;0;17;U;GT3;T;3;2;health;health;reputation;father;1;4;0;0;1;1;1;0;1;1;0;5;2;2;1;2;5;0;17;17;18
304;GP;1;19;U;GT3;T;3;3;other;other;home;other;1;2;1;0;1;0;1;1;1;1;1;4;4;4;1;1;3;20;15;14;13
305;GP;0;18;U;GT3;T;2;4;services;at_home;reputation;other;1;2;1;0;1;1;1;1;1;1;0;4;4;3;1;1;3;8;14;12;12
306;GP;1;20;U;GT3;A;3;2;services;other;course;other;1;1;0;0;0;0;1;1;1;0;0;5;5;3;1;1;5;0;17;18;18
307;GP;1;19;U;GT3;T;4;4;teacher;services;reputation;other;2;1;1;0;1;1;0;1;1;1;1;4;3;4;1;1;4;38;8;9;8
308;GP;1;19;R;GT3;T;3;3;other;services;reputation;father;1;2;1;0;0;0;1;1;1;0;1;4;5;3;1;2;5;0;15;12;12
309;GP;0;19;U;LE3;T;1;1;at_home;other;reputation;other;1;2;1;1;1;0;1;0;1;1;0;4;4;3;1;3;3;18;12;10;10
310;GP;0;19;U;LE3;T;1;2;services;services;home;other;1;2;1;0;0;0;1;0;1;0;1;4;2;4;2;2;3;0;9;9;0
311;GP;0;19;U;GT3;T;2;1;at_home;other;other;other;3;2;0;0;1;0;0;1;0;1;1;3;4;1;1;1;2;20;14;12;13
312;GP;1;19;U;GT3;T;1;2;other;services;course;other;1;2;1;0;0;0;0;0;1;1;0;4;5;2;2;2;4;3;13;11;11
313;GP;0;19;U;LE3;T;3;2;services;other;reputation;other;2;2;1;0;1;1;0;0;1;1;1;4;2;2;1;2;1;22;13;10;11
314;GP;0;19;U;GT3;T;1;1;at_home;health;home;other;1;3;2;0;0;0;0;0;1;1;1;4;1;2;1;1;3;14;15;13;13
315;GP;0;19;R;GT3;T;2;3;other;other;reputation;other;1;3;1;0;0;0;0;1;1;1;1;4;1;2;1;1;3;40;13;11;11
316;GP;0;18;U;GT3;T;2;1;services;other;course;mother;2;2;0;0;1;1;1;1;1;1;0;5;3;3;1;2;1;0;8;8;0
317;GP;0;18;U;GT3;T;4;3;other;other;course;mother;1;3;0;0;1;1;1;1;1;1;1;4;3;4;1;1;5;9;9;10;9
318;GP;0;17;R;GT3;T;3;4;at_home;services;course;father;1;3;0;0;1;1;1;0;1;1;0;4;3;4;2;5;5;0;11;11;10
319;GP;0;18;U;GT3;T;4;4;teacher;other;course;mother;1;2;0;0;1;1;0;1;1;1;0;4;4;4;3;3;5;2;11;11;11
320;GP;0;17;U;GT3;A;4;3;services;services;course;mother;1;2;0;0;1;1;0;1;1;1;1;5;2;2;1;2;5;23;13;13;13
321;GP;0;17;U;GT3;T;2;2;other;other;course;mother;1;2;0;0;1;0;0;1;1;0;1;4;2;2;1;1;3;12;11;9;9
322;GP;0;17;R;LE3;T;2;2;services;services;course;mother;1;3;0;0;1;1;1;1;1;1;0;3;3;2;2;2;3;3;11;11;11
323;GP;0;17;U;GT3;T;3;1;services;services;course;father;1;3;0;0;1;0;0;0;1;1;0;3;4;3;2;3;5;1;12;14;15
324;GP;0;17;U;LE3;T;0;2;at_home;at_home;home;father;2;3;0;0;0;0;0;1;1;1;0;3;3;3;2;3;2;0;16;15;15
325;GP;1;18;U;GT3;T;4;4;other;other;course;mother;1;3;0;0;0;0;1;1;1;1;0;4;3;3;2;2;3;3;9;12;11
326;GP;1;17;U;GT3;T;3;3;other;services;reputation;mother;1;1;0;0;0;0;1;0;1;1;0;4;3;5;3;5;5;3;14;15;16
327;GP;1;17;R;GT3;T;2;2;services;other;course;mother;4;1;0;0;1;0;0;1;1;1;0;4;4;5;5;5;4;8;11;10;10
328;GP;0;17;U;GT3;T;4;4;teacher;services;course;mother;1;3;0;0;1;1;1;1;1;1;0;5;4;4;1;3;4;7;10;9;9
329;GP;0;17;U;GT3;T;4;4;teacher;teacher;course;mother;2;3;0;0;1;1;0;0;1;1;1;4;3;3;1;2;4;4;14;14;14
330;GP;1;18;U;LE3;T;2;2;other;other;course;mother;1;4;0;0;1;0;1;1;1;1;0;4;5;5;2;4;5;2;9;8;8
331;GP;0;17;R;GT3;T;2;4;at_home;other;course;father;1;3;0;0;1;0;0;1;1;1;1;4;4;3;1;1;5;7;12;14;14
332;GP;0;18;U;GT3;T;3;3;services;services;home;mother;1;2;0;0;0;0;1;1;1;1;0;5;3;4;1;1;4;0;7;0;0
333;GP;0;18;U;LE3;T;2;2;other;other;home;other;1;2;0;0;0;0;1;0;1;1;1;4;3;3;1;1;2;0;8;8;0
334;GP;0;18;R;GT3;T;2;2;at_home;other;course;mother;2;4;0;0;0;0;1;1;1;0;0;4;4;4;1;1;4;0;10;9;0
335;GP;0;17;U;GT3;T;3;4;services;other;course;mother;1;3;0;0;0;0;0;1;1;1;0;4;4;5;1;3;5;16;16;15;15
336;GP;0;19;R;GT3;A;3;1;services;at_home;home;other;1;3;1;0;0;1;0;1;1;0;0;5;4;3;1;2;5;12;14;13;13
337;GP;0;17;U;GT3;T;3;2;other;other;home;mother;1;2;0;0;1;1;0;1;1;1;1;4;3;2;2;3;2;0;7;8;0
338;GP;0;18;U;LE3;T;3;3;services;services;home;mother;1;4;0;0;1;0;0;1;1;1;0;5;3;3;1;1;1;7;16;15;17
339;GP;0;17;R;GT3;A;3;2;other;other;home;mother;1;2;0;0;1;1;0;1;1;1;0;4;3;3;2;3;2;4;9;10;10
340;GP;0;19;U;GT3;T;2;1;services;services;home;other;1;3;1;0;0;1;1;1;1;1;1;4;3;4;1;3;3;4;11;12;11
341;GP;1;18;U;GT3;T;4;4;teacher;services;home;father;1;2;1;0;1;0;1;1;1;1;0;4;3;3;2;2;2;0;10;10;0
342;GP;1;18;U;LE3;T;3;4;services;other;home;mother;1;2;0;0;0;0;1;1;1;1;1;4;3;3;1;3;5;11;16;15;15
343;GP;0;17;U;GT3;A;2;2;at_home;at_home;home;father;1;2;1;0;1;0;0;1;1;1;1;3;3;1;1;2;4;0;9;8;0
344;GP;0;18;U;GT3;T;2;3;at_home;other;course;mother;1;3;0;0;1;0;0;1;1;1;0;4;3;3;1;2;3;4;11;10;10
345;GP;0;18;U;GT3;T;3;2;other;services;other;mother;1;3;0;0;0;0;0;1;1;1;1;5;4;3;2;3;1;7;13;13;14
346;GP;1;18;R;GT3;T;4;3;teacher;services;course;mother;1;3;0;0;0;0;0;1;1;1;1;5;3;2;1;2;4;9;16;15;16
347;GP;1;18;U;GT3;T;4;3;teacher;other;course;mother;1;3;0;0;1;1;0;1;1;1;1;5;4;5;2;3;5;0;10;10;9
348;GP;0;17;U;GT3;T;4;3;health;other;reputation;mother;1;3;0;0;1;1;1;1;1;1;1;4;4;3;1;3;4;0;13;15;15
349;MS;1;18;R;GT3;T;3;2;other;other;course;mother;2;1;1;0;1;0;0;0;1;1;0;2;5;5;5;5;5;10;11;13;13
350;MS;1;19;R;GT3;T;1;1;other;services;home;other;3;2;3;0;0;0;0;1;1;1;0;5;4;4;3;3;2;8;8;7;8
351;MS;1;17;U;GT3;T;3;3;health;other;course;mother;2;2;0;0;1;1;0;1;1;1;0;4;5;4;2;3;3;2;13;13;13
352;MS;1;18;U;LE3;T;1;3;at_home;services;course;mother;1;1;1;0;0;0;0;1;0;1;1;4;3;3;2;3;3;7;8;7;8
353;MS;1;19;R;GT3;T;1;1;other;other;home;other;3;1;1;0;1;0;0;1;1;1;0;4;4;4;3;3;5;4;8;8;8
354;MS;1;17;R;GT3;T;4;3;services;other;home;mother;2;2;0;0;1;1;1;0;1;1;1;4;5;5;1;3;2;4;13;11;11
355;MS;0;18;U;GT3;T;3;3;services;services;course;father;1;2;0;0;1;0;0;1;1;0;1;5;3;4;1;1;5;0;10;9;9
356;MS;0;17;R;GT3;T;4;4;teacher;services;other;father;2;2;0;0;1;1;1;1;1;1;0;4;3;3;1;2;5;4;12;13;13
357;MS;0;17;U;LE3;A;3;2;services;other;reputation;mother;2;2;0;0;0;0;0;1;1;0;1;1;2;3;1;2;5;2;12;12;11
358;MS;1;18;U;LE3;T;1;1;other;services;home;father;2;1;0;0;0;0;0;0;1;1;1;3;3;2;1;2;3;4;10;10;10
359;MS;0;18;U;LE3;T;1;1;at_home;services;course;father;2;3;0;0;0;0;0;1;1;1;0;5;3;2;1;1;4;0;18;16;16
360;MS;0;18;R;LE3;A;1;4;at_home;other;course;mother;3;2;0;0;0;0;0;1;1;0;1;4;3;4;1;4;5;0;13;13;13
361;MS;1;18;R;LE3;T;1;1;at_home;other;other;mother;2;2;1;0;0;0;1;0;0;0;0;4;4;3;2;3;5;2;13;12;12
362;MS;0;18;U;GT3;T;3;3;services;services;other;mother;2;2;0;0;1;0;0;1;1;1;1;4;3;2;1;3;3;0;11;11;10
363;MS;0;17;U;LE3;T;4;4;at_home;at_home;course;mother;1;2;0;0;1;1;1;1;1;1;1;2;3;4;1;1;1;0;16;15;15
364;MS;0;17;R;GT3;T;1;2;other;services;course;father;2;2;0;0;0;0;0;0;1;0;0;3;2;2;1;2;3;0;12;11;12
365;MS;1;18;R;GT3;T;1;3;at_home;other;course;mother;2;2;0;0;1;1;0;1;1;0;0;3;3;4;2;4;3;4;10;10;10
366;MS;1;18;U;LE3;T;4;4;teacher;services;other;mother;2;3;0;0;0;1;0;1;1;1;1;4;2;2;2;2;5;0;13;13;13
367;MS;0;17;R;GT3;T;1;1;other;services;reputation;mother;3;1;1;0;1;1;0;1;1;1;1;5;2;1;1;2;1;0;7;6;0
368;MS;0;18;U;GT3;T;2;3;at_home;services;course;father;2;1;0;0;1;1;0;1;1;1;1;5;2;3;1;2;4;0;11;10;10
369;MS;0;18;R;GT3;T;4;4;other;teacher;other;father;3;2;0;0;1;1;0;0;1;1;1;3;2;2;4;2;5;10;14;12;11
370;MS;0;19;U;LE3;T;3;2;services;services;home;other;2;2;2;0;0;0;1;1;1;0;1;3;2;2;1;1;3;4;7;7;9
371;MS;1;18;R;LE3;T;1;2;at_home;services;other;father;3;1;0;0;1;1;1;1;0;1;1;4;3;3;2;3;3;3;14;12;12
372;MS;0;17;U;GT3;T;2;2;other;at_home;home;mother;1;3;0;0;0;0;1;1;1;0;1;3;4;3;1;1;3;8;13;11;11
373;MS;0;17;R;GT3;T;1;2;other;other;course;mother;1;1;0;0;0;0;1;1;1;1;0;3;5;5;1;3;1;14;6;5;5
374;MS;0;18;R;LE3;T;4;4;other;other;reputation;mother;2;3;0;0;0;0;0;1;1;1;0;5;4;4;1;1;1;0;19;18;19
375;MS;0;18;R;GT3;T;1;1;other;other;home;mother;4;3;0;0;0;0;0;1;1;1;0;4;3;2;1;2;4;2;8;8;10
376;MS;0;20;U;GT3;T;4;2;health;other;course;other;2;3;2;0;1;1;0;0;1;1;1;5;4;3;1;1;3;4;15;14;15
377;MS;0;18;R;LE3;T;4;4;teacher;services;course;mother;1;2;0;0;0;1;1;1;1;1;0;5;4;3;3;4;2;4;8;9;10
378;MS;0;18;U;GT3;T;3;3;other;other;home;mother;1;2;0;0;0;1;0;1;1;1;1;4;1;3;1;2;1;0;15;15;15
379;MS;0;17;R;GT3;T;3;1;at_home;other;reputation;mother;1;2;0;0;1;1;1;0;1;1;0;4;5;4;2;3;1;17;10;10;10
380;MS;1;18;U;GT3;T;4;4;teacher;teacher;home;father;1;2;0;0;0;1;1;0;1;1;0;3;2;4;1;4;2;4;15;14;14
381;MS;1;18;R;GT3;T;2;1;other;other;other;mother;2;1;0;0;0;0;1;0;1;1;1;4;4;3;1;3;5;5;7;6;7
382;MS;1;17;U;GT3;T;2;3;other;services;home;father;2;2;0;0;0;0;1;1;1;1;0;4;4;3;1;1;3;2;11;11;10
383;MS;1;19;R;GT3;T;1;1;other;services;other;mother;2;1;1;0;0;0;0;1;1;0;0;4;3;2;1;3;5;0;6;5;0
384;MS;1;18;R;GT3;T;4;2;other;other;home;father;2;1;1;0;0;1;0;1;1;0;0;5;4;3;4;3;3;14;6;5;5
385;MS;0;18;R;GT3;T;2;2;at_home;other;other;mother;2;3;0;0;0;1;0;1;1;0;0;5;3;3;1;3;4;2;10;9;10
386;MS;0;18;R;GT3;T;4;4;teacher;at_home;reputation;mother;3;1;0;0;1;1;1;1;1;1;1;4;4;3;2;2;5;7;6;5;6
387;MS;0;19;R;GT3;T;2;3;services;other;course;mother;1;3;1;0;0;0;1;0;1;1;0;5;4;2;1;2;5;0;7;5;0
388;MS;0;18;U;LE3;T;3;1;teacher;services;course;mother;1;2;0;0;1;1;0;1;1;1;0;4;3;4;1;1;1;0;7;9;8
389;MS;0;18;U;GT3;T;1;1;other;other;course;mother;2;2;1;0;0;0;1;1;1;0;0;1;1;1;1;1;5;0;6;5;0
390;MS;1;20;U;LE3;A;2;2;services;services;course;other;1;2;2;0;1;1;0;1;1;0;0;5;5;4;4;5;4;11;9;9;9
391;MS;1;17;U;LE3;T;3;1;services;services;course;mother;2;1;0;0;0;0;0;0;1;1;0;2;4;5;3;4;2;3;14;16;16
392;MS;1;21;R;GT3;T;1;1;other;other;course;other;1;1;3;0;0;0;0;0;1;0;0;5;5;3;3;3;3;3;10;8;7
393;MS;1;18;R;LE3;T;3;2;services;other;course;mother;3;1;0;0;0;0;0;0;1;1;0;4;4;1;3;4;5;0;11;12;10
394;MS;1;19;U;LE3;T;1;1;other;at_home;course;father;1;1;0;0;0;0;0;1;1;1;0;3;2;3;3;3;5;5;8;9;9
